City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,biak,-0.9131,122.8766,24.68,84,100,1.65,ID,1681441808
281,bud,39.447,-86.1758,18.15,57,52,1.88,US,1681442076
282,raudeberg,61.9875,5.1352,8.37,76,100,4.23,NO,1681442076
283,yasnogorsk,54.4803,37.6975,2.13,64,83,9.26,RU,1681442076
284,kanniyakumari,8.0833,77.5667,29.08,67,78,1.85,IN,1681442076
285,nemuro,43.3236,145.575,6.92,75,6,4.74,JP,1681442077
286,souillac,-20.5167,57.5167,25.41,84,4,1.18,MU,1681441736
287,kununurra,-15.7667,128.7333,29.99,70,40,1.54,AU,1681442029
288,eureka,40.8021,-124.1637,9.4,79,26,2.68,US,1681442077
289,baiao,-2.7906,-49.6717,23.06,98,99,0.72,BR,1681442077
290,mandan,46.8267,-100.8896,2.99,87,100,4.12,US,1681442078
291,ambon,-3.6954,128.1814,31.08,70,40,2.57,ID,1681442078
292,poum,-20.2333,164.0167,24.95,86,100,4.53,NC,1681441881
293,nanortalik,60.1432,-45.2371,0.98,78,100,2.45,GL,1681441733
294,lavrentiya,65.5833,-171.0,-14.19,77,10,4.1,RU,1681441881
295,davila,18.4726,120.5763,28.69,76,21,2.09,PH,1681441746
296,geraldton,-28.7667,114.6,18.23,55,75,11.83,AU,1681441847
297,el seibo,18.7641,-69.0375,22.74,91,2,2.19,DO,1681442079
298,san pascual,13.7975,121.0342,28.12,74,95,2.47,PH,1681442079
299,port moresby,-9.4431,147.1797,28.67,71,89,3.02,PG,1681441925
300,olinda,-8.0089,-34.8553,24.85,78,20,2.06,BR,1681441867
301,vilyuysk,63.7553,121.6247,-1.72,79,15,2.6,RU,1681441904
302,chimbote,-9.0853,-78.5783,25.9,78,100,3.2,PE,1681442080
303,airai,-8.9266,125.4092,22.25,73,20,1.08,TL,1681441530
304,avera,33.194,-82.5271,17.99,96,97,4.35,US,1681441837
305,manthani,18.65,79.6667,34.85,26,100,2.09,IN,1681442080
306,valdivia,-39.8142,-73.2459,9.05,79,93,0.51,CL,1681442080
307,suslovo,56.2167,88.1167,0.62,96,99,3.04,RU,1681442081
308,bozeman,45.6796,-111.0386,-0.46,92,100,3.6,US,1681441913
309,sinnamary,5.3833,-52.95,25.08,89,100,3.66,GF,1681441796
310,lasa,46.6166,10.7002,3.35,94,100,3.56,IT,1681441900
311,hoquiam,46.9809,-123.8893,7.99,76,100,0.0,US,1681441858
312,emerald,-23.5333,148.1667,28.52,25,0,2.11,AU,1681442081
313,yomou,7.5603,-9.2653,22.89,96,89,0.66,GN,1681442082
314,taunggyi,20.7833,97.0333,29.95,20,1,1.28,MM,1681442082
315,skibotn,69.3913,20.2679,-1.42,88,9,7.77,NO,1681442082
316,ballina,-28.8667,153.5667,24.88,63,50,7.59,AU,1681442082
317,medvezhyegorsk,62.9167,34.4667,-10.12,95,38,2.1,RU,1681442082
318,takoradi,4.8845,-1.7554,26.38,87,96,2.03,GH,1681441928
319,krasnoye,49.9145,24.6134,9.16,78,98,2.66,UA,1681442083
320,boyolangu,-8.1181,111.8935,27.85,77,100,3.77,ID,1681442083
321,coahuayana,18.7333,-103.6833,21.79,70,3,0.68,MX,1681442083
322,blackwater,-23.5833,148.8833,29.04,17,0,2.62,AU,1681442083
323,hervey bay,-25.2986,152.8535,23.97,45,0,2.97,AU,1681442067
324,zhigansk,66.7697,123.3711,-5.22,83,53,4.9,RU,1681441849
325,banda aceh,5.5577,95.3222,29.48,70,26,3.6,ID,1681442084
326,coos bay,43.3665,-124.2179,8.46,76,0,2.06,US,1681441822
327,inhambane,-23.865,35.3833,22.23,87,0,3.94,MZ,1681442084
328,sayyan,15.1718,44.3244,14.1,67,12,0.1,YE,1681442085
329,muravlenko,63.7898,74.523,-19.39,93,17,7.48,RU,1681442085
330,dondo,-19.6094,34.7431,22.73,97,8,1.87,MZ,1681442085
331,nador,35.174,-2.9287,18.14,36,0,3.09,MA,1681442085
332,arrifes,37.7667,-25.7,15.14,88,40,4.12,PT,1681442086
333,altoona,40.5187,-78.3947,18.47,47,88,1.57,US,1681442082
334,bairiki,1.3292,172.9752,31.0,66,20,4.12,KI,1681442086
335,port shepstone,-30.7414,30.455,19.84,86,73,8.53,ZA,1681442086
336,pangnirtung,66.1451,-65.7125,-14.72,91,68,2.73,CA,1681441876
337,sisimiut,66.9395,-53.6735,-5.79,86,31,2.47,GL,1681441839
338,tolaga bay,-38.3667,178.3,16.57,83,99,4.74,NZ,1681442087
339,lazarev,52.225,141.5131,-1.82,94,100,6.34,RU,1681442087
340,mamallapuram,12.6264,80.1722,28.36,60,5,4.34,IN,1681442087
341,batagay-alyta,67.8006,130.4114,-6.3,61,50,0.98,RU,1681442088
342,husavik,66.0449,-17.3389,2.18,94,98,1.21,IS,1681441738
343,malpe,13.35,74.7167,28.06,75,100,2.0,IN,1681442088
344,paamiut,61.994,-49.6678,1.08,71,100,4.43,GL,1681441929
345,belmonte,-15.8631,-38.8828,24.87,86,52,3.35,BR,1681442089
346,diffa,13.3154,12.6113,24.19,15,57,3.83,NE,1681442089
347,maksi,23.2667,76.15,29.8,25,100,4.95,IN,1681442089
348,luanshya,-13.1367,28.4166,15.36,98,31,1.77,ZM,1681442090
349,dunedin,-45.8742,170.5036,13.78,78,100,3.13,NZ,1681441619
350,mayo,38.8876,-76.5119,21.51,70,0,0.0,US,1681441927
351,carballo,43.213,-8.691,12.78,93,100,4.8,ES,1681441838
352,pagudpud,18.5616,120.7868,29.33,74,31,2.53,PH,1681442090
353,kozhva,65.1073,57.0459,-10.16,90,99,3.22,RU,1681442090
354,sunrise manor,36.2111,-115.0731,22.55,14,0,6.69,US,1681442091
355,jieshi,22.8134,115.8257,23.26,82,87,1.83,CN,1681442091
356,belaya gora,68.5333,146.4167,-7.92,75,48,1.14,RU,1681441937
357,jojoima,7.8792,-10.7878,23.71,94,100,0.74,SL,1681442092
358,prestea,5.4327,-2.1428,24.46,96,100,1.19,GH,1681442092
359,zapolyarnyy,69.4154,30.8136,-3.4,91,14,7.28,RU,1681442092
360,kahului,20.8947,-156.47,28.01,62,20,6.17,US,1681441838
361,sumenep,-7.0167,113.8667,28.71,74,100,3.15,ID,1681442093
362,yuzhno-kurilsk,44.0306,145.8556,7.77,56,2,3.54,RU,1681442093
